,ID,Count
0,18288,419.7922483446397
1,18289,335.0161765826891
2,18290,283.52687287792116
3,18291,234.26812579554178
4,18292,197.18418944138335
5,18293,176.5123753924246
6,18294,189.79873440404347
7,18295,220.1164003351035
8,18296,253.47776894821897
9,18297,327.5486609338234
10,18298,464.91812462834616
11,18299,515.4227009948022
12,18300,520.8834616890779
13,18301,460.6808130513673
14,18302,492.5800107682016
15,18303,486.3583244034121
16,18304,473.9447918962064
17,18305,484.98567417424977
18,18306,496.9217631234859
19,18307,527.2841893881058
20,18308,506.7018960062659
21,18309,472.9526045023006
22,18310,474.66841728875323
23,18311,463.4484936764716
24,18288,419.8180641838135
25,18289,335.0367789729653
26,18290,283.54430884578517
27,18291,234.28253251287146
28,18292,197.1963156188969
29,18293,176.5232303215313
30,18294,189.81040640042286
31,18295,220.12993676797709
32,18296,253.49335699526637
33,18297,327.56880409650836
34,18298,464.9467155601267
35,18299,515.4543977915104
36,18300,520.915494304564
37,18301,460.7091434024567
38,18302,492.61030281477554
39,18303,486.3882338367881
40,18304,473.97393793826205
41,18305,485.01549919416254
42,18306,496.9523221735146
43,18307,527.3166156272415
44,18308,506.7330565022207
45,18309,472.9816895281028
46,18310,474.69760783138463
47,18311,463.47699423079416
48,18288,419.84388002298726
49,18289,335.05738136324146
50,18290,283.5617448136491
51,18291,234.29693923020113
52,18292,197.20844179641045
53,18293,176.534085250638
54,18294,189.82207839680225
55,18295,220.14347320085068
56,18296,253.50894504231368
57,18297,327.5889472591932
58,18298,464.9753064919072
59,18299,515.4860945882185
60,18300,520.9475269200502
61,18301,460.7374737535461
62,18302,492.6405948613495
63,18303,486.41814327016425
64,18304,474.0030839803176
65,18305,485.0453242140753
66,18306,496.98288122354313
67,18307,527.3490418663773
68,18308,506.76421699817536
69,18309,473.010774553905
70,18310,474.72679837401597
71,18311,463.50549478511664
72,18288,419.86969586216117
73,18289,335.0779837535176
74,18290,283.57918078151306
75,18291,234.31134594753087
76,18292,197.220567973924
77,18293,176.5449401797447
78,18294,189.83375039318165
79,18295,220.1570096337243
80,18296,253.52453308936106
81,18297,327.60909042187814
82,18298,465.0038974236877
83,18299,515.5177913849267
84,18300,520.9795595355364
85,18301,460.76580410463555
86,18302,492.67088690792343
87,18303,486.44805270354027
88,18304,474.03223002237326
89,18305,485.0751492339881
90,18306,497.01344027357175
91,18307,527.381468105513
92,18308,506.7953774941302
93,18309,473.03985957970724
94,18310,474.7559889166474
95,18311,463.5339953394391
96,18288,419.895511701335
97,18289,335.0985861437937
98,18290,283.59661674937706
99,18291,234.32575266486054
100,18292,197.2326941514376
101,18293,176.5557951088514
102,18294,189.84542238956104
103,18295,220.1705460665979
104,18296,253.54012113640843
105,18297,327.6292335845631
106,18298,465.0324883554682
107,18299,515.5494881816347
108,18300,521.0115921510225
109,18301,460.79413445572493
110,18302,492.7011789544974
111,18303,486.4779621369164
112,18304,474.0613760644288
113,18305,485.1049742539008
114,18306,497.04399932360036
115,18307,527.4138943446488
116,18308,506.8265379900849
117,18309,473.0689446055095
118,18310,474.7851794592789
119,18311,463.56249589376165
120,18288,419.92132754050886
121,18289,335.11918853406985
122,18290,283.61405271724107
123,18291,234.34015938219022
124,18292,197.24482032895116
125,18293,176.5666500379581
126,18294,189.85709438594043
127,18295,220.1840824994715
128,18296,253.55570918345575
129,18297,327.649376747248
130,18298,465.06107928724873
131,18299,515.5811849783429
132,18300,521.0436247665086
133,18301,460.8224648068143
134,18302,492.7314710010713
135,18303,486.50787157029254
136,18304,474.0905221064845
137,18305,485.13479927381366
138,18306,497.07455837362886
139,18307,527.4463205837845
140,18308,506.8576984860397
141,18309,473.0980296313117
142,18310,474.8143700019102
143,18311,463.5909964480842
144,18288,419.94714337968276
145,18289,335.139790924346
146,18290,283.63148868510496
147,18291,234.35456609951993
148,18292,197.25694650646471
149,18293,176.5775049670648
150,18294,189.86876638231982
151,18295,220.19761893234508
152,18296,253.57129723050315
153,18297,327.66951990993294
154,18298,465.08967021902924
155,18299,515.612881775051
156,18300,521.0756573819947
157,18301,460.85079515790375
158,18302,492.76176304764533
159,18303,486.5377810036686
160,18304,474.1196681485401
161,18305,485.1646242937263
162,18306,497.10511742365753
163,18307,527.4787468229202
164,18308,506.8888589819944
165,18309,473.1271146571139
166,18310,474.8435605445416
167,18311,463.61949700240666
168,18288,419.97295921885654
169,18289,335.1603933146221
170,18290,283.64892465296896
171,18291,234.3689728168496
172,18292,197.26907268397827
173,18293,176.5883598961715
174,18294,189.88043837869918
175,18295,220.2111553652187
176,18296,253.5868852775505
177,18297,327.6896630726179
178,18298,465.11826115080976
179,18299,515.6445785717592
180,18300,521.1076899974809
181,18301,460.87912550899307
182,18302,492.79205509421934
183,18303,486.5676904370447
184,18304,474.1488141905958
185,18305,485.19444931363915
186,18306,497.1356764736861
187,18307,527.5111730620561
188,18308,506.92001947794915
189,18309,473.15619968291617
190,18310,474.87275108717296
191,18311,463.64799755672914
192,18288,419.99877505803033
193,18289,335.18099570489824
194,18290,283.6663606208329
195,18291,234.38337953417928
196,18292,197.28119886149184
197,18293,176.5992148252782
198,18294,189.8921103750786
199,18295,220.2246917980923
200,18296,253.60247332459784
201,18297,327.70980623530284
202,18298,465.14685208259027
203,18299,515.6762753684674
204,18300,521.139722612967
205,18301,460.90745586008245
206,18302,492.8223471407932
207,18303,486.59759987042077
208,18304,474.17796023265134
209,18305,485.2242743335519
210,18306,497.1662355237147
211,18307,527.5435993011918
212,18308,506.951179973904
213,18309,473.1852847087184
214,18310,474.90194162980436
215,18311,463.67649811105167
216,18288,420.02459089720423
217,18289,335.2015980951744
218,18290,283.6837965886969
219,18291,234.39778625150896
220,18292,197.2933250390054
221,18293,176.61006975438494
222,18294,189.903782371458
223,18295,220.2382282309659
224,18296,253.6180613716452
225,18297,327.7299493979877
226,18298,465.1754430143708
227,18299,515.7079721651754
228,18300,521.1717552284531
229,18301,460.9357862111719
230,18302,492.85263918736723
231,18303,486.62750930379684
232,18304,474.207106274707
233,18305,485.25409935346465
234,18306,497.1967945737433
235,18307,527.5760255403275
236,18308,506.9823404698587
237,18309,473.21436973452063
238,18310,474.9311321724357
239,18311,463.7049986653742
240,18288,420.0504067363781
241,18289,335.22220048545057
242,18290,283.70123255656085
243,18291,234.41219296883867
244,18292,197.30545121651895
245,18293,176.62092468349164
246,18294,189.91545436783736
247,18295,220.25176466383954
248,18296,253.63364941869258
249,18297,327.75009256067267
250,18298,465.2040339461513
251,18299,515.7396689618836
252,18300,521.2037878439393
253,18301,460.9641165622613
254,18302,492.8829312339411
255,18303,486.6574187371729
256,18304,474.23625231676255
257,18305,485.28392437337743
258,18306,497.22735362377193
259,18307,527.6084517794633
260,18308,507.0135009658135
261,18309,473.24345476032283
262,18310,474.96032271506715
263,18311,463.7334992196967
264,18288,420.076222575552
265,18289,335.24280287572674
266,18290,283.71866852442486
267,18291,234.42659968616834
268,18292,197.3175773940325
269,18293,176.63177961259834
270,18294,189.92712636421678
271,18295,220.26530109671313
272,18296,253.64923746573993
273,18297,327.7702357233576
274,18298,465.2326248779318
275,18299,515.7713657585917
276,18300,521.2358204594254
277,18301,460.9924469133507
278,18302,492.9132232805151
279,18303,486.687328170549
